X,Y,OBJECTID,primary_key,occ_dt,obfAddress,x_rand,y_rand,disclaimer,place_name,                                             ,locationTranslation
-111.9228370215,33.4505337148,90749,TE201631319         ,2016-03-15T18:30:00.000Z,1XXX E BLUEBELL LN     ,698118,891452,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9250009419,33.4165964119,90759,TE201631572         ,2016-03-11T19:40:00.000Z,9XX E LEMON ST    ,697457,879104,Point has not been altered,UNIVERSITY POINTE APARTMENTS            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9459161313,33.4240056795,90760,TE201631616         ,2016-03-05T19:00:00.000Z,6XX S WILSON ST    ,691076,881801,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.95338635,33.3551256926,90762,TE201631722         ,2016-03-14T08:00:00.000Z,9XX W GROVE PKWY    ,688788,856740,Point has not been altered,GARDEN GROVE APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8860437508,33.4150373167,90773,TE201631913         ,2016-03-17T09:35:00.000Z,2XXX E APACHE BLVD     ,709344,878538,Point has not been altered,in APACHE ASL TRAILS                    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9415096456,33.3846631874,90779,TE201632112         ,2016-03-17T19:08:00.000Z,3X W CARTER DR   ,692417,867486,Point has not been altered,in FLAGSTONE APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9303890029,33.4381543614,90782,TE201631951         ,2016-03-17T11:54:00.000Z,8XX N COLLEGE AVE    ,695814,886948,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9153757729,33.3910309958,90783,TE201632073         ,2016-03-17T17:24:00.000Z,1XXX E CORONADO DR     ,700394,869802,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9370691883,33.4072037172,90789,TE201632335         ,2016-03-17T20:30:00.000Z,2XXX S HAMMOND DR     ,693774,875687,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9143600789,33.3916438773,90790,TE201631975         ,2016-03-17T12:55:00.000Z,1XXX E MALIBU DR     ,700704,870025,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9252574491,33.3921877872,90811,TE201629637         ,2016-03-11T17:50:00.000Z,9XX E SOUTHERN AVE    ,697378,870223,Point has not been altered,in THE PARK IN TEMPE                    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.886170572,33.3991213276,90828,TE201631245         ,2016-03-14T23:00:00.000Z,2XXX S EVERGREEN RD     ,709307,872747,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9231001174,33.4170390178,90853,TE201632405         ,2016-03-18T05:11:00.000Z,1XXX S TERRACE RD     ,698037,879265,Point has not been altered,in VERTEX APTS                          ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9050153748,33.4192071262,90863,TE201632447         ,2016-03-18T09:26:00.000Z,1XXX E HAYDEN LN     ,703555,880054,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9245058964,33.4147357757,90864,TE201632571         ,2016-03-18T14:00:00.000Z,9XX E APACHE BLVD    ,697608,878427,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9588001781,33.3759213017,90865,TE201632742         ,2016-03-18T22:10:00.000Z,1XXX W BASELINE RD     ,687138,864307,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9344820839,33.447693504,90868,TE201632644         ,2016-03-18T16:30:00.000Z,1XXX N EL CAMINO DR     ,694566,890419,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8938506793,33.3882612524,90869,TE201632630         ,2016-03-18T17:36:00.000Z,2XXX E MANHATTON DR     ,706964,868795,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.920474384,33.4039567192,90872,TE201632342         ,2016-03-18T01:52:00.000Z,1XXX E BROADMOR DR     ,698838,874505,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9527831411,33.3536664534,90886,TE201632737         ,2016-03-18T17:15:00.000Z,9XX W GROVE PKWY    ,688972,856209,Point has not been altered,in 909WEST APARTMENTS                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8970666131,33.4089573295,90887,TE201628026         ,2016-03-06T19:00:00.000Z,2XXX E MARGARITA DR     ,705981,876325,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9364227472,33.3308773625,90888,TE201632410         ,2016-03-18T05:59:00.000Z,5X E LA VIEVE LN   ,693966,847916,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9364384834,33.4004784657,90889,TE201632480         ,2016-03-17T09:30:00.000Z,1XX E LOMA VISTA DR    ,693966,873240,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.937426321,33.4069563014,90896,TE201632882         ,2016-03-19T03:52:00.000Z,1XX E BROADWAY RD    ,693665,875597,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9583981969,33.3778975511,90898,TE201632317         ,2016-03-18T01:30:00.000Z,1XXX W BASELINE RD     ,687261,865026,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9225758111,33.4180834365,90907,TE201632920         ,2016-03-19T08:30:00.000Z,1XXX E ORANGE ST     ,698197,879645,Point has not been altered,in CROSSROADS                           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.916040743,33.4098658498,90908,TE201632960         ,2016-03-19T10:49:00.000Z,1XXX S DORSEY LN     ,700191,876655,Point has not been altered,RANCHO MURIETTA APARTMENTS              ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9551019004,33.3761836018,90909,TE201630722         ,2015-07-01T00:01:00.000Z,1XXX W BASELINE RD     ,688267,864402,Point has not been altered,VILLAGIO APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9038746243,33.3982284339,90917,TE201631742         ,2016-03-16T21:26:00.000Z,1XXX E CAIRO DR     ,703904,872421,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9424001372,33.4159124192,90918,TE201631992         ,2016-03-17T13:51:00.000Z,1XXX S ASH AVE     ,692148,878856,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9332124696,33.3741738572,90920,TE201631313         ,2016-03-15T21:08:00.000Z,5XXX S EL CAMINO DR     ,694949,863669,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9370691883,33.4072037172,90926,TE201632401         ,2016-02-08T21:00:00.000Z,2XXX S HAMMOND DR     ,693774,875687,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9095693185,33.3997515094,90929,TE201633243         ,2016-03-20T00:55:00.000Z,2XXX S ALDER DR     ,702166,872975,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9031075036,33.4217959254,90947,TE201631779         ,2016-03-16T23:35:00.000Z,1XXX E UNIVERSITY DR     ,704137,880996,Point has not been altered,REGENTS ON UNIVERSITY                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9105773122,33.4174128178,90964,TE201631868         ,2016-03-17T06:11:00.000Z,1XXX E DON CARLOS AVE     ,701858,879401,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9382079932,33.4007749993,90976,TE201632594         ,2016-03-05T12:50:00.000Z,2X E BISHOP DR   ,693426,873348,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8935665578,33.40957237,90979,TE201628428         ,2016-03-08T12:00:00.000Z,1XXX S PRICE RD SB     ,707049,876549,Point has not been altered,VILLATREE APTS                          ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9525697868,33.4242265524,90980,TE201631656         ,2016-03-16T07:15:00.000Z,6XX S HARDY DR    ,689046,881882,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9260310022,33.3951450228,90981,TE201632004         ,2016-03-16T15:00:00.000Z,3XXX S RURAL RD     ,697142,871299,Point has not been altered,in BRENTVIEW APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
